G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_29_810.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_29_810.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_29_810.jpg, 0, 0, 0, 7.876189E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_29_915.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_29_915.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_29_915.jpg, 0, 0, 0, 7.84652E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_018.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_018.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_018.jpg, 0, 0, 0, 7.791294E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_123.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_123.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_123.jpg, 0, 0, 0, 8.19305E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_229.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_229.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_229.jpg, 0, 0, 0, 7.829264E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_334.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_334.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_334.jpg, 0, 0, 0, 8.047283E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_437.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_437.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_437.jpg, 0, 0, 0, 7.86287E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_538.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_538.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_538.jpg, 0, 0, 0, 7.896664E-05
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_641.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_641.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_641.jpg, 0, 0.0739605, 0, 0.04687681
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_747.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_747.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_747.jpg, 0, 0.3687477, 0, 0.3306416
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_850.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_850.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_850.jpg, 0, 0.6568059, 0, 0.973714
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_30_954.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_30_954.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_30_954.jpg, 0, 0.9570487, 0, 2.002125
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_062.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_062.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_062.jpg, 0, 1, 0, 3.428209
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_162.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_162.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_162.jpg, -0.1449222, 1, 0, 4.598698
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_262.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_262.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_262.jpg, -0.3208938, 1, 0, 5.735511
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_366.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_366.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_366.jpg, -0.02691721, 1, 0, 6.883681
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_473.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_473.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_473.jpg, 0, 1, 0, 8.018592
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_573.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_573.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_573.jpg, 0, 1, 0, 9.145263
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_676.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_676.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_676.jpg, -0.0173463, 1, 0, 10.48277
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_780.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_780.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_780.jpg, -0.3255498, 1, 0, 11.64898
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_886.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_886.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_886.jpg, -0.2601606, 1, 0, 12.34051
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_31_990.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_31_990.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_31_990.jpg, 0, 1, 0, 13.81677
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_096.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_096.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_096.jpg, 0, 1, 0, 15.05287
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_202.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_202.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_202.jpg, -0.1952607, 1, 0, 15.85885
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_304.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_304.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_304.jpg, -0.4836389, 1, 0, 17.03672
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_405.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_405.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_405.jpg, -0.2222405, 1, 0, 17.88253
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_512.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_512.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_512.jpg, 0, 1, 0, 19.06732
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_616.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_616.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_616.jpg, -0.1399635, 1, 0, 20.26288
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_719.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_719.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_719.jpg, -0.3205533, 1, 0, 21.11102
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_824.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_824.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_824.jpg, -0.02226601, 1, 0, 22.16569
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_32_924.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_32_924.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_32_924.jpg, 0, 1, 0, 23.11382
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_029.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_029.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_029.jpg, -0.2723361, 1, 0, 24.07681
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_131.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_131.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_131.jpg, -0.4740819, 1, 0, 24.87962
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_235.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_235.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_235.jpg, -0.1142136, 1, 0, 26.02851
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_342.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_342.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_342.jpg, -0.4140942, 1, 0, 26.94213
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_447.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_447.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_447.jpg, -0.402225, 1, 0, 27.77016
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_548.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_548.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_548.jpg, -0.09802622, 1, 0, 28.71412
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_654.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_654.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_654.jpg, 0, 1, 0, 29.614
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_756.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_756.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_756.jpg, 0, 1, 0, 30.19023
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_858.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_858.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_858.jpg, 0, 1, 0, 30.19032
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_33_958.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_33_958.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_33_958.jpg, 0, 1, 0, 30.19045
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_063.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_063.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_063.jpg, 0, 1, 0, 30.19032
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_168.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_168.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_168.jpg, -0.2099475, 1, 0, 30.17893
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_274.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_274.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_274.jpg, 0, 1, 0, 30.18962
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_376.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_376.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_376.jpg, 0, 1, 0, 30.19026
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_482.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_482.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_482.jpg, 0, 1, 0, 30.19039
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_588.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_588.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_588.jpg, -0.2147721, 1, 0, 30.17838
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_693.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_693.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_693.jpg, -0.2262891, 1, 0, 30.18611
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_798.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_798.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_798.jpg, 0, 1, 0, 30.18933
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_34_906.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_34_906.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_34_906.jpg, -0.2966697, 1, 0, 30.17415
G:\Courses\Robotics\Self-driving-car\Data\IMG\center_2022_06_23_20_54_35_007.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\left_2022_06_23_20_54_35_007.jpg, G:\Courses\Robotics\Self-driving-car\Data\IMG\right_2022_06_23_20_54_35_007.jpg, -0.04738889, 1, 0, 30.19087
